Initialization time,0.139931

Iteration;Time since initialization (s);Iteration time (s)
90;5.65461;0.0476398
91;5.70095;0.046289
92;5.74875;0.047787
93;5.79594;0.047169
94;5.84345;0.047492
95;5.89103;0.0475628
96;5.93717;0.0461159
97;5.98485;0.047662
98;6.03232;0.047452
99;6.07946;0.047127
100;6.12487;0.045383
101;6.17152;0.0466318
102;6.21899;0.047456
103;6.2663;0.0472932
104;6.31282;0.046483
105;6.35981;0.0469742
106;6.4054;0.045558
107;6.4532;0.0477891
108;6.49969;0.046473
109;6.54687;0.0471618
110;6.59229;0.0453961
111;6.6403;0.047991
112;6.68683;0.0465131
113;6.7721;0.0852549
114;6.87554;0.103416
115;6.98074;0.105169
116;7.0487;0.0679069
117;7.11524;0.066525
118;7.17999;0.0647259
119;7.24469;0.0646758
120;7.30654;0.0617988
121;7.3599;0.0533211
122;7.40676;0.046798
123;7.45459;0.0478129
124;7.50107;0.0464671
125;7.54623;0.045126
126;7.59283;0.0465841
127;7.64125;0.0483961
128;7.6887;0.047436
129;7.73506;0.0463319
130;7.78286;0.0477839
131;7.82934;0.0464602
132;7.87665;0.0473008
133;7.92361;0.046937
134;7.96886;0.0452261
135;8.01555;0.0466659
136;8.06315;0.0475819
137;8.10994;0.0467789
138;8.15604;0.0460689
139;8.20381;0.04775
140;8.24989;0.0460598
141;8.29761;0.0476971
142;8.34473;0.0471022
143;8.3906;0.0458548
144;8.43732;0.04667
145;8.48486;0.0475202
146;8.53148;0.0465961
147;8.57885;0.047359
148;8.62485;0.0459671
149;8.67179;0.0469201
150;8.71907;0.0472589
151;8.76644;0.047348
152;8.81332;0.046864
153;8.86258;0.049217
154;8.90816;0.0455511
155;8.95565;0.0474739
156;9.00345;0.0477741
157;9.05189;0.048429
158;9.09858;0.046664
159;9.14508;0.0464852
160;9.19277;0.0476711
161;9.23898;0.0461819
162;9.28605;0.0470591
163;9.33149;0.0454092
164;9.37889;0.0473828
165;9.42586;0.046958
166;9.47418;0.048301
167;9.51947;0.045265
168;9.56643;0.046946
169;9.61388;0.047431
170;9.66039;0.0464969
171;9.70767;0.0472591
172;9.75319;0.0454879
173;9.80077;0.0475709
174;9.84786;0.0470741
175;9.89516;0.047281
176;9.94082;0.04563
177;9.98837;0.0475371
178;10.0349;0.046546
179;10.084;0.0490901
180;10.1313;0.0472789
181;10.1785;0.0471251
182;10.226;0.047482
183;10.2718;0.0458109
184;10.318;0.0461791
185;10.3658;0.0477471
186;10.4112;0.045362
187;10.4591;0.0479121
188;10.5053;0.046195
189;10.5509;0.0455589
190;10.597;0.0460691
191;10.6453;0.0482111
192;10.691;0.045697
193;10.7373;0.0462649
194;10.7847;0.0474019
195;10.8305;0.045795
196;10.8774;0.0468791
197;10.9238;0.0464029
198;10.9707;0.0468709
199;11.0161;0.0453179
200;11.0633;0.0471971
201;11.1109;0.0475771
202;11.158;0.0471151
203;11.2056;0.0475581
204;11.2531;0.0474219
205;11.3013;0.0481789
206;11.348;0.0466921
207;11.3952;0.0471549
208;11.4407;0.0454829
209;11.4872;0.0464432
210;11.5351;0.04791
211;11.5826;0.0474679
212;11.6297;0.0470638
213;11.6771;0.0474489
214;11.7228;0.045619
215;11.7707;0.0479369
216;11.8175;0.0467892
217;11.8639;0.046375
218;11.9097;0.0457721
219;11.9576;0.047812
220;12.0041;0.0465
221;12.0517;0.047576
222;12.0988;0.047085
223;12.1465;0.0477049
224;12.1939;0.0473769
225;12.2413;0.047379
226;12.2872;0.0458541
227;12.3502;0.062983
228;12.4113;0.06106
229;12.4746;0.0633349
230;12.5378;0.06318
231;12.6014;0.0635209
232;12.6646;0.063206
233;12.7257;0.0610981
234;12.789;0.0632472
235;12.8523;0.063314
236;12.9159;0.0635471
237;12.9768;0.0609128
238;13.0404;0.0635171
239;13.1053;0.064894
240;13.168;0.0626681
241;13.2306;0.062577
242;13.2942;0.0636549
243;13.3574;0.063138
244;13.4205;0.063091
245;13.4842;0.0636499
246;13.5469;0.0626712
247;13.6083;0.0614269
248;13.6732;0.064888
249;13.7375;0.0642221
250;13.8014;0.0638719
251;13.8645;0.0631211
252;13.9277;0.0631778
253;13.9919;0.0642321
254;14.0565;0.0645421
255;14.121;0.064476
256;14.1865;0.0655448
257;14.2501;0.0635581
258;14.3148;0.0646589
259;14.3784;0.0635841
260;14.4423;0.063889
261;14.5054;0.0630848
262;14.5698;0.064384
263;14.6342;0.064322
264;14.6996;0.0654309
265;14.7643;0.0646629
266;14.8282;0.063885
267;14.8925;0.0643501
268;14.9555;0.062856
269;15.0195;0.0639949
270;15.0817;0.062186
271;15.146;0.064312
272;15.2097;0.0636492
273;15.2734;0.0636799
274;15.3368;0.063359
275;15.398;0.0611658
276;15.4607;0.0626969
277;15.5248;0.064044
278;15.5875;0.0627389
279;15.6505;0.062988
280;15.7139;0.0633621
281;15.7749;0.0609291
282;15.8381;0.0631728
283;15.9013;0.063206
284;15.9646;0.0632639
285;16.0276;0.0629301
286;16.0912;0.0636458
287;16.1554;0.064182
288;16.2196;0.0641661
289;16.2825;0.062845
290;16.3455;0.0630109
291;16.4085;0.0629299
292;16.4714;0.0628989
293;16.5349;0.063446
294;16.5978;0.062901
295;16.6594;0.0615981
296;16.724;0.064508
297;16.7868;0.0628362
298;16.8498;0.0629289
299;16.9121;0.0622668
300;16.975;0.0628979
301;17.0383;0.0632999
302;17.1017;0.063343
303;17.1651;0.063374
304;17.229;0.0638809
305;17.2909;0.061882
306;17.3564;0.065475
307;17.4196;0.0631621
308;17.4827;0.0631399
309;17.5453;0.0624852
310;17.608;0.0626738
311;17.6718;0.0637619
312;17.7345;0.062773
313;17.7977;0.063102
314;17.861;0.063349
315;17.9227;0.0616019
316;17.9864;0.0636539
317;18.0498;0.0634091
318;18.1123;0.0624471
319;18.1734;0.0611069
320;18.2379;0.0644369
321;18.3007;0.0627759
322;18.3634;0.0626609
323;18.4258;0.062453
324;18.487;0.0611451
325;18.55;0.0629861
326;18.6132;0.0631268
327;18.6769;0.063704
328;18.7379;0.0609672
329;18.802;0.064106
330;18.8654;0.063354
331;18.9285;0.063081
332;18.9924;0.0638828
333;19.0556;0.0632339
334;19.1177;0.0620301
335;19.1815;0.0637579
336;19.2461;0.064625
337;19.3086;0.0624762
338;19.3704;0.0616908
339;19.4341;0.0637751
340;19.4977;0.0635631
341;19.5609;0.063149
342;19.6236;0.06266
343;19.6868;0.063257
344;19.7497;0.0628319
345;19.8113;0.061595
346;19.875;0.063658
347;19.9361;0.0610881
348;19.9997;0.063529
349;20.0628;0.0631061
350;20.1256;0.0627699
351;20.1896;0.0639451
352;20.2521;0.0624781
353;20.3171;0.0650339
354;20.3804;0.063307
355;20.4441;0.0636611
356;20.5059;0.0617571
357;20.5701;0.0641551
358;20.6338;0.063699
359;20.6973;0.0634999
360;20.8015;0.104107
361;20.9112;0.109677
362;20.984;0.072823
363;21.0516;0.0675001
364;21.1154;0.0638371
365;21.1799;0.0644729
366;21.244;0.0640569
367;21.3081;0.06411
368;21.3718;0.063648
369;21.435;0.0631871
370;21.4986;0.0635231
371;21.5629;0.0642729
372;21.6272;0.0642772
373;21.6913;0.0641069
374;21.7547;0.0634451
375;21.8184;0.0636492
376;21.8826;0.064234
377;21.9467;0.0640321
378;22.0095;0.0627942
379;22.0735;0.0639112
380;22.1366;0.0630472
381;22.2016;0.0650411
382;22.2662;0.064621
383;22.33;0.06371
384;22.3938;0.0637949
385;22.4553;0.0614469
386;22.5196;0.0643239
387;22.5839;0.064276
388;22.647;0.0631099
389;22.709;0.0618382
390;22.7729;0.0638461
391;22.8366;0.0636811
392;22.9002;0.0636539
393;22.9638;0.063524
394;23.0268;0.063005
395;23.0901;0.0633039
396;23.1535;0.0633421
397;23.2168;0.0632799
398;23.2807;0.063925
399;23.3447;0.0639429
400;23.4086;0.063895
401;23.4731;0.0645189
402;23.5377;0.0645828
403;23.6013;0.0635478
404;23.6651;0.063792
405;23.7288;0.063658
406;23.7941;0.065264
407;23.858;0.0638859
408;23.9221;0.064049
409;23.9878;0.0657089
410;24.0515;0.063689
411;24.115;0.063468
412;24.1794;0.064369
413;24.2446;0.0651789
414;24.3086;0.0639729
415;24.3731;0.06444
416;24.4373;0.0641639
417;24.5013;0.064003
418;24.5651;0.0637681
419;24.6283;0.0631881
420;24.6925;0.0641479
421;24.8196;0.12713
422;24.898;0.078335
423;24.971;0.072964
424;25.0369;0.0658889
425;25.1005;0.063575
426;25.1653;0.0647759
427;25.2299;0.0645831
428;25.2936;0.0637021
429;25.3577;0.0640461
430;25.4216;0.0639601
431;25.4857;0.0640509
432;25.5473;0.061533
433;25.6104;0.063092
434;25.6745;0.0640531
435;25.7382;0.0637431
436;25.7999;0.061687
437;25.8644;0.0644131
438;25.9286;0.0642111
439;25.9928;0.0641899
440;26.0562;0.0633502
441;26.1202;0.064013
442;26.1847;0.0645239
443;26.2492;0.0644562
444;26.3129;0.0636818
445;26.3789;0.0659201
446;26.4399;0.0609229
447;26.5036;0.0637431
448;26.5676;0.064023
449;26.632;0.0643251
450;26.696;0.064034
451;26.8016;0.105537
452;26.9134;0.111744
453;26.9879;0.074506
454;27.0594;0.071445
455;27.1239;0.064501
456;27.1855;0.0615349
457;27.2496;0.064049
458;27.313;0.0634401
459;27.3764;0.0634041
460;27.4404;0.0638981
461;27.504;0.063638
462;27.5695;0.0654609
463;27.6323;0.0627499
464;27.6958;0.0635102
465;27.7578;0.0619559
466;27.8217;0.063899
467;27.886;0.0642009
468;27.9501;0.0641439
469;28.0147;0.064585
470;28.079;0.064327
471;28.141;0.061913
472;28.2062;0.0652092
473;28.2688;0.062541
474;28.3333;0.064507
475;28.3975;0.064173
476;28.4617;0.0642009
477;28.5262;0.064522
478;28.5907;0.0645008
479;28.6549;0.0641811
480;28.7188;0.0638309
481;28.7843;0.06549
482;28.8471;0.062747
483;28.9111;0.063976
484;28.9731;0.0620351
485;29.0374;0.0642331
486;29.1015;0.0641651
487;29.1654;0.0638092
488;29.2297;0.0643082
489;29.2916;0.0618572
490;29.3557;0.0641651
491;29.4192;0.0634801
492;29.4835;0.0642371
493;29.5456;0.062088
494;29.6097;0.0641232
495;29.6617;0.0519128
496;29.7096;0.0478899
497;29.7581;0.0485349
498;29.8054;0.0473189
499;29.8523;0.0467989
500;29.9005;0.0482569
501;29.9489;0.048332
502;29.9967;0.0477278
503;30.0451;0.0484359
504;30.0922;0.0470331
505;30.1391;0.0469182
506;30.1866;0.047451
507;30.2342;0.0476689
508;30.2817;0.0474889
509;30.3277;0.0459151
510;30.3753;0.047642
511;30.4218;0.0464129
512;30.4689;0.047106
513;30.5152;0.0462561
514;30.5626;0.0474119
515;30.609;0.046344
516;30.6565;0.0474751
517;30.7029;0.0464208
518;30.7496;0.0466609
519;30.7958;0.046159
520;30.8434;0.047581
521;30.89;0.046638
522;30.9374;0.04737
523;30.9841;0.046607
524;31.0315;0.047406
525;31.0786;0.0471189
526;31.1247;0.0460041
527;31.1722;0.047564
528;31.2183;0.0460141
529;31.2654;0.0471239
530;31.311;0.045609
531;31.3584;0.047348
532;31.4047;0.046227
533;31.4525;0.047775
534;31.4984;0.0459111
535;31.5454;0.0470281
536;31.5927;0.0472729
537;31.6385;0.0457749
538;31.6853;0.0467658
539;31.7327;0.0473309
540;31.8185;0.0857801
541;31.9216;0.10308
542;32.0102;0.0886161
543;32.0629;0.0526781
544;32.1155;0.052495
545;32.1631;0.0476551
546;32.211;0.0478721
547;32.2585;0.0474761
548;32.306;0.0474679
549;32.3542;0.0481439
550;32.4022;0.0480418
551;32.4523;0.0500591
552;32.4997;0.0473821
553;32.548;0.048254
554;32.5936;0.0456071
555;32.6409;0.047292
556;32.6869;0.045913
557;32.7342;0.0472951
558;32.7818;0.0475731
559;32.8294;0.0475619
560;32.8824;0.053046
561;32.9277;0.0452421
562;32.9754;0.04772
563;33.0216;0.0462019
564;33.0696;0.0479112
565;33.1156;0.046036
566;33.1636;0.0479758
567;33.2103;0.0466239
568;33.2577;0.0473869
569;33.3044;0.0466831
570;33.3519;0.0475481
571;33.3978;0.0458531
572;33.4457;0.047858
573;33.4916;0.045903
574;33.5393;0.0477178
575;33.5856;0.0462179
576;33.6338;0.048182
577;33.6803;0.0465159
578;33.7272;0.046885
579;33.7744;0.047133
580;33.8205;0.0460529
581;33.8674;0.0469029
582;33.9137;0.0462441
583;33.9608;0.0471439
584;34.0066;0.045795
585;34.0544;0.047703
586;34.1015;0.047081
587;34.1493;0.0477958
588;34.1971;0.047771
589;34.2449;0.0477829
590;34.2918;0.0468812
591;34.3389;0.0471649
592;34.3863;0.0473549
593;34.4323;0.046016
594;34.48;0.0476599
595;34.527;0.0469689
596;34.5747;0.0476589
597;34.6216;0.0469069
598;34.669;0.047441
599;34.7149;0.0458229
600;34.7622;0.047338
601;34.8073;0.0449851
602;34.8551;0.047827
603;34.902;0.0469241
604;34.9495;0.047441
605;34.9967;0.0471849
606;35.0441;0.04742
607;35.0921;0.0479791
608;35.1399;0.0477781
609;35.187;0.0471041
610;35.2331;0.0460262
611;35.2801;0.0469761
612;35.3262;0.0460901
613;35.3742;0.0479732
614;35.4217;0.0475349
615;35.4698;0.048106
616;35.5174;0.0475349
617;35.5638;0.0463719
618;35.611;0.047241
619;35.6585;0.047471
620;35.706;0.047425
621;35.7523;0.0462658
622;35.7997;0.0473771
623;35.8474;0.04772
624;35.8949;0.0475259
625;35.9408;0.045861
626;35.988;0.047143
627;36.0358;0.047787
628;36.0836;0.0478082
629;36.1309;0.047224
630;36.1785;0.0476489
631;36.224;0.045435
632;36.272;0.048012
633;36.3181;0.0460262
634;36.3664;0.048346
635;36.4139;0.0474389
636;36.4616;0.047724
637;36.5094;0.0477769
638;36.5576;0.04813
639;36.6053;0.047668
640;36.6537;0.048471
641;36.7009;0.047184
642;36.7503;0.0493691
643;36.7966;0.046289
644;36.8445;0.047817
645;36.8902;0.0457191
646;36.9373;0.0470479
647;36.9855;0.0481429
648;37.0336;0.0481129
649;37.0813;0.047658
650;37.1269;0.0456269
651;37.1784;0.051482
652;37.226;0.047611
653;37.2728;0.0467598
654;37.32;0.047169
655;37.3668;0.04673
656;37.4141;0.0473371
657;37.4615;0.0474088
658;37.5081;0.0464852
659;37.5554;0.0473211
660;37.6013;0.0458839
661;37.649;0.047693
662;37.6951;0.046088
663;37.7426;0.0474858
664;37.7889;0.0462561
665;37.8364;0.047415
666;37.883;0.0466609
667;37.9321;0.049
668;37.9788;0.046726
669;38.0258;0.0470161
670;38.0733;0.047405
671;38.1187;0.0454521
