Initialization time,0.111382

Iteration;Time since initialization (s);Iteration time (s)
610;31.064;0.0536511
611;31.1146;0.0505531
612;31.1675;0.0529659
613;31.2192;0.0515959
614;31.2692;0.0500252
615;31.3211;0.0518589
616;31.3691;0.0479441
617;31.4156;0.0464749
618;31.4674;0.0518322
619;31.5163;0.0488062
620;31.5702;0.053947
621;31.6192;0.0489259
622;31.6725;0.0532789
623;31.7611;0.0885868
624;31.8465;0.08535
625;31.9035;0.056973
626;31.9585;0.054939
627;32.0075;0.049015
628;32.0546;0.0470231
629;32.1068;0.0522251
630;32.1569;0.05004
631;32.2042;0.0472929
632;32.2577;0.0534949
633;32.3108;0.0530109
634;32.3629;0.052074
635;32.4122;0.0492589
636;32.4596;0.047451
637;32.5069;0.0472751
638;32.5517;0.044796
