Initialization time,0.149487

Iteration;Time since initialization (s);Iteration time (s)
119;5.55944;0.045547
120;5.60071;0.0412202
121;5.64811;0.047364
122;5.69196;0.043833
123;5.73626;0.044282
124;5.78101;0.0447311
125;5.82313;0.042089
126;5.86781;0.0446401
127;5.91327;0.0454402
128;5.95821;0.0449009
129;6.00157;0.0433059
130;6.04621;0.0446091
131;6.09363;0.0473752
132;6.1376;0.043961
133;6.18392;0.046277
134;6.22471;0.0407629
135;6.27099;0.0462689
136;6.31608;0.0450659
137;6.36069;0.044528
138;6.40311;0.0423861
139;6.44842;0.0452919
140;6.49502;0.0465629
141;6.53898;0.0439391
142;6.58446;0.04547
143;6.62868;0.0441852
144;6.669;0.0402219
145;6.7133;0.0442829
146;6.76262;0.0492849
147;6.80756;0.0449212
148;6.8501;0.0424559
149;6.89818;0.0480628
150;6.94302;0.0448229
151;6.99535;0.0523138
152;7.04014;0.044728
153;7.08797;0.0477631
154;7.12972;0.041662
155;7.17246;0.0427051
156;7.22226;0.049777
157;7.26608;0.0438039
158;7.3071;0.0409288
159;7.35259;0.0454519
160;7.3977;0.0450978
161;7.44106;0.0433421
162;7.48819;0.0471141
163;7.52868;0.0404611
164;7.57235;0.0436451
165;7.61967;0.0473042
166;7.66434;0.0446539
167;7.70666;0.042294
168;7.75206;0.0453641
169;7.79909;0.0470071
170;7.84324;0.0440929
171;7.89006;0.0467958
172;7.93044;0.0403581
173;7.97532;0.0448639
174;8.02463;0.049284
175;8.0681;0.043458
176;8.11395;0.0457768
177;8.15895;0.044982
178;8.20591;0.0469348
179;8.25009;0.0441451
180;8.29945;0.0493431
181;8.3443;0.044837
182;8.39191;0.047585
183;8.43643;0.0444961
184;8.4812;0.0447309
185;8.52757;0.046351
186;8.57104;0.0434501
187;8.61488;0.0437911
188;8.66107;0.046174
189;8.70449;0.0434029
190;8.75187;0.047359
191;8.79568;0.043792
192;8.83903;0.043303
193;8.88391;0.0448651
194;8.92999;0.046056
195;8.97535;0.045341
196;9.01988;0.0445011
197;9.06471;0.0447941
198;9.10975;0.045017
199;9.15653;0.0467689
200;9.20033;0.043781
201;9.2442;0.0438309
202;9.28596;0.041728
203;9.33293;0.0469451
204;9.37726;0.0443189
205;9.42264;0.0453548
206;9.46374;0.041074
207;9.50862;0.0448608
208;9.5539;0.0452571
209;9.5975;0.0435669
210;9.6445;0.0469811
211;9.68548;0.0409529
212;9.72997;0.0444469
213;9.77747;0.047483
214;9.82196;0.0444539
215;9.86447;0.042479
216;9.90858;0.044086
217;9.95621;0.0476131
218;10.0044;0.0481341
219;10.0479;0.0435472
220;10.0929;0.0448351
221;10.14;0.0471561
222;10.1838;0.0437391
223;10.2301;0.046263
224;10.271;0.0408518
225;10.3161;0.0450561
226;10.3625;0.0464439
227;10.4077;0.0451391
228;10.4546;0.046829
229;10.4986;0.043993
230;10.5437;0.0450659
231;10.5885;0.044811
232;10.637;0.0484989
233;10.6817;0.0446699
234;10.7254;0.0436268
235;10.7705;0.0451591
236;10.8173;0.046695
237;10.8623;0.0450311
238;10.9051;0.0427089
239;10.9486;0.0435531
240;10.9953;0.0466471
241;11.0409;0.045593
242;11.0847;0.0437479
243;11.1256;0.0408831
244;11.1701;0.0444639
245;11.2151;0.044945
246;11.2645;0.049407
247;11.3085;0.0439548
248;11.3507;0.042134
249;11.3981;0.047338
250;11.442;0.0439298
251;11.4857;0.0436711
252;11.5261;0.040374
253;11.5707;0.0445879
254;11.6163;0.0455179
255;11.6615;0.0451539
256;11.7086;0.047092
257;11.7525;0.0438721
258;11.7932;0.040633
259;11.8382;0.045002
260;11.8844;0.04615
261;11.9279;0.04353
262;11.9689;0.040858
263;12.0181;0.049233
264;12.0645;0.0463831
265;12.112;0.0474761
266;12.1567;0.0446529
267;12.2008;0.0440962
268;12.2452;0.044307
269;12.2884;0.0432191
270;12.3348;0.0463789
271;12.3769;0.042052
272;12.4233;0.0463741
273;12.4673;0.043998
274;12.5118;0.0444632
275;12.5569;0.0451188
276;12.5972;0.040256
277;12.647;0.049726
278;12.6908;0.0437989
279;12.7384;0.0475941
280;12.7815;0.0430841
281;12.826;0.044445
282;12.8686;0.0425301
283;12.9138;0.045274
284;12.9565;0.0426259
285;13.005;0.0485229
286;13.052;0.0469439
287;13.0959;0.0438259
288;13.1406;0.0447459
289;13.1902;0.0495429
290;13.2317;0.0414879
291;13.2772;0.0454512
292;13.3204;0.043216
293;13.368;0.047533
294;13.4087;0.0407341
295;13.4538;0.045037
296;13.5008;0.0469069
297;13.5473;0.046469
298;13.5919;0.0446432
299;13.6362;0.0442772
300;13.6801;0.0438192
301;13.7267;0.0466421
302;13.7675;0.0407341
303;13.8134;0.045934
304;13.8559;0.0424261
305;13.9009;0.0449781
306;13.9466;0.045711
307;13.9956;0.048914
308;14.0403;0.044713
309;14.0823;0.041991
310;14.1269;0.0445151
311;14.1726;0.045675
312;14.2172;0.0446122
313;14.2582;0.04094
314;14.3029;0.044647
315;14.3482;0.0453041
316;14.3937;0.0454471
317;14.4342;0.0405359
318;14.4787;0.044451
319;14.5246;0.0458961
320;14.6065;0.0818388
321;14.695;0.088517
322;14.7504;0.055367
323;14.797;0.0465739
324;14.8475;0.050456
325;14.892;0.0444
326;14.9373;0.0453608
327;14.978;0.0405579
328;15.0242;0.0461581
329;15.0681;0.0438879
330;15.1156;0.0474691
331;15.16;0.04439
332;15.2037;0.0436509
333;15.2506;0.0468481
334;15.2944;0.0437741
335;15.3383;0.0437939
336;15.3841;0.045821
337;15.425;0.0408311
338;15.4694;0.0443852
339;15.5191;0.04969
340;15.5641;0.0450161
341;15.611;0.046828
342;15.6517;0.0407519
343;15.6955;0.0437591
344;15.7452;0.049619
345;15.7886;0.043426
346;15.8315;0.042774
347;15.8813;0.049767
348;15.9265;0.0451829
349;15.9792;0.0527482
350;16.0256;0.0463181
351;16.0701;0.0445151
352;16.1123;0.042098
353;16.1569;0.0446241
354;16.2035;0.046556
355;16.2456;0.0420718
356;16.2861;0.0404699
357;16.3296;0.0434828
358;16.3742;0.044492
359;16.4238;0.0495849
360;16.465;0.041199
361;16.5125;0.0475008
362;16.5603;0.047734
363;16.6065;0.046159
364;16.652;0.045481
365;16.6972;0.0451441
366;16.7391;0.041872
367;16.7875;0.0484102
368;16.8312;0.0436659
369;16.8769;0.0456891
370;16.9175;0.0405631
371;16.9629;0.0453229
372;17.0075;0.0446351
373;17.0571;0.0495851
374;17.1021;0.0449259
375;17.1472;0.0451341
376;17.1878;0.0405309
377;17.2325;0.0447049
378;17.2796;0.047034
379;17.3239;0.0443192
380;17.3666;0.042634
381;17.4126;0.0459411
382;17.4586;0.0459909
383;17.5034;0.0447919
384;17.5512;0.0477359
385;17.5948;0.0436559
386;17.6391;0.0442591
387;17.6807;0.0415809
388;17.7247;0.0439451
389;17.7654;0.0407021
390;17.8098;0.044353
391;17.8582;0.0483551
392;17.9034;0.0452359
393;17.9489;0.045388
394;17.9947;0.045758
395;18.0385;0.043824
396;18.0848;0.046294
397;18.1327;0.0478489
398;18.1757;0.042948
399;18.2194;0.0437648
400;18.2615;0.0420032
401;18.3056;0.0440719
402;18.3525;0.046932
403;18.3964;0.043817
404;18.4383;0.041882
405;18.4829;0.0446191
406;18.528;0.0450451
407;18.6046;0.076571
408;18.6979;0.0932381
409;18.7566;0.0587411
410;18.8059;0.0492561
411;18.8563;0.0503049
412;18.9019;0.045495
413;18.9469;0.0449641
414;18.9986;0.051718
415;19.0405;0.041841
416;19.0858;0.045289
417;19.1313;0.0454962
418;19.1734;0.0421171
419;19.2138;0.0403502
420;19.2564;0.042567
421;19.299;0.0426109
422;19.3414;0.042321
423;19.3822;0.0407429
424;19.4262;0.0440109
425;19.4718;0.045558
426;19.5159;0.044137
427;19.5598;0.043848
428;19.6084;0.048542
429;19.6553;0.0468962
430;19.6993;0.043988
431;19.7416;0.0421669
432;19.7886;0.04704
433;19.8299;0.041255
434;19.8744;0.044498
435;19.9206;0.0461829
436;19.9653;0.04461
437;20.0105;0.045259
438;20.0565;0.0459042
439;20.1022;0.0456979
440;20.1464;0.0441501
441;20.1916;0.045182
442;20.2325;0.040879
443;20.2795;0.0469348
444;20.3235;0.044024
445;20.3671;0.043541
446;20.4083;0.041115
447;20.4529;0.0445631
448;20.4965;0.0436661
449;20.5419;0.0452988
450;20.5862;0.044349
451;20.6317;0.045465
452;20.6731;0.041394
453;20.7211;0.0479572
454;20.7663;0.0451322
455;20.8111;0.044781
456;20.8558;0.044733
457;20.8999;0.0440259
458;20.9449;0.044981
459;20.9896;0.0446801
460;21.0349;0.045284
461;21.0783;0.0434332
462;21.1203;0.0418861
463;21.1661;0.045774
464;21.2104;0.0442472
465;21.2555;0.0450859
466;21.3025;0.04704
467;21.3457;0.0432019
468;21.393;0.0471981
469;21.4369;0.043874
470;21.4819;0.045059
471;21.5253;0.043294
472;21.5695;0.044225
473;21.6143;0.044795
474;21.6637;0.0493221
475;21.7064;0.0426981
476;21.7544;0.0479512
477;21.7999;0.045521
478;21.8435;0.04354
479;21.8903;0.0467589
480;21.9355;0.0452371
481;21.981;0.045361
482;22.0313;0.050355
483;22.0748;0.043442
484;22.12;0.045146
485;22.1618;0.0417662
486;22.2067;0.044894
487;22.2506;0.0438931
488;22.2976;0.046937
489;22.3411;0.043504
490;22.3858;0.044663
491;22.4329;0.04707
492;22.4779;0.0450621
493;22.5186;0.0406489
494;22.5662;0.047543
495;22.6077;0.0415192
496;22.6621;0.054311
497;22.7281;0.0660219
498;22.7727;0.044528
499;22.8199;0.0472088
500;22.8604;0.040508
501;22.9082;0.047663
502;22.954;0.0458431
503;23.0009;0.046874
504;23.0436;0.0426722
505;23.0907;0.047009
506;23.1347;0.0439551
507;23.1844;0.049716
508;23.2339;0.049443
509;23.2775;0.0436409
510;23.3209;0.043364
511;23.3665;0.045578
512;23.4083;0.0417781
513;23.4533;0.044965
514;23.5006;0.0472622
515;23.57;0.0693791
516;23.6832;0.113197
517;23.7666;0.0833461
518;23.8215;0.0547991
519;23.8706;0.0491281
520;23.9189;0.04829
521;23.96;0.0410151
522;24.0069;0.0468719
523;24.0488;0.041883
524;24.0939;0.0451059
525;24.1381;0.0441461
526;24.1834;0.0453351
527;24.2278;0.0443342
528;24.2699;0.0420289
529;24.3143;0.04441
530;24.3595;0.045213
531;24.4042;0.0445881
532;24.4466;0.042392
533;24.4927;0.0461268
534;24.5367;0.0439789
535;24.5825;0.045785
536;24.6259;0.0433359
537;24.6726;0.0467038
538;24.7134;0.040751
539;24.7578;0.044364
540;24.7999;0.042114
541;24.8453;0.0453432
542;24.8915;0.0461509
543;24.9353;0.0437982
544;24.9815;0.046145
545;25.0263;0.044775
546;25.07;0.0436869
547;25.1182;0.0481908
548;25.1619;0.0436449
549;25.204;0.0421159
550;25.2495;0.0454831
551;25.2916;0.0420339
552;25.3358;0.044188
553;25.3831;0.0472369
554;25.4267;0.043602
555;25.4722;0.04549
556;25.5126;0.0403502
557;25.5572;0.0446222
558;25.601;0.0437691
559;25.6462;0.0451088
560;25.6865;0.040328
561;25.7309;0.044359
562;25.7765;0.0455549
563;25.8217;0.045239
564;25.8691;0.047365
565;25.9129;0.043777
566;25.9535;0.0405061
567;26.0025;0.04897
568;26.0428;0.0402539
569;26.0867;0.043855
570;26.1335;0.0468299
571;26.1772;0.043628
572;26.2249;0.047657
573;26.2686;0.043704
574;26.3126;0.044003
575;26.3577;0.0450602
576;26.4019;0.0441179
577;26.4439;0.0420051
578;26.4878;0.0438831
579;26.5299;0.0420241
580;26.5749;0.045068
581;26.6189;0.043977
582;26.6663;0.0473239
583;26.7098;0.043468
584;26.7521;0.042268
585;26.7973;0.045171
586;26.8423;0.0450499
587;26.8861;0.0438039
588;26.9266;0.0403762
589;26.9726;0.045995
590;27.0167;0.0440049
591;27.0636;0.0469501
592;27.1078;0.0441291
593;27.1503;0.04252
594;27.1921;0.0417042
595;27.236;0.043875
596;27.2761;0.0401301
597;27.3198;0.043601
598;27.3667;0.04689
599;27.4106;0.043906
600;27.4549;0.0443149
601;27.4985;0.0435071
602;27.544;0.045526
603;27.5846;0.0405879
604;27.6293;0.0446579
605;27.6714;0.0419948
606;27.7147;0.043345
607;27.7618;0.0471022
608;27.8059;0.0440869
609;27.8499;0.0439601
610;27.8951;0.0451059
611;27.939;0.043931
612;27.9802;0.041106
613;28.0252;0.044965
614;28.0657;0.040488
615;28.1085;0.042851
616;28.1552;0.0466111
617;28.1995;0.044306
618;28.2431;0.0435321
619;28.2898;0.0467069
620;28.3333;0.0435059
621;28.3737;0.040319
622;28.421;0.0472219
623;28.462;0.040931
624;28.5063;0.0443351
625;28.5879;0.0815101
626;28.6755;0.0875461
627;28.7288;0.05336
628;28.7773;0.0484869
629;28.8257;0.048315
630;28.8701;0.044405
631;28.9136;0.0434659
632;28.9538;0.0400901
633;29.0001;0.046303
634;29.0418;0.041719
635;29.0866;0.044672
636;29.132;0.04544
637;29.175;0.0429778
638;29.2174;0.042372
639;29.2599;0.0424309
640;29.3023;0.042433
641;29.3425;0.040113
642;29.3845;0.0419729
643;29.4245;0.0400131
644;29.4676;0.043061
645;29.5097;0.042062
646;29.5513;0.0415511
647;29.5956;0.044333
648;29.6388;0.0431421
649;29.6802;0.041358
650;29.7234;0.0432541
651;29.769;0.045562
652;29.8104;0.041312
653;29.8557;0.04531
654;29.8967;0.0409751
655;29.9425;0.0457649
656;29.987;0.0444491
657;30.033;0.0459759
658;30.0767;0.043668
659;30.1185;0.041744
660;30.1635;0.044987
661;30.2087;0.0452521
662;30.2528;0.044076
663;30.2998;0.0469139
664;30.3438;0.043956
665;30.3853;0.0414431
666;30.4321;0.046757
667;30.4729;0.0407741
668;30.5176;0.0447009
669;30.5627;0.045033
670;30.6079;0.0452058
671;30.6525;0.0445421
672;30.6964;0.0438581
673;30.7425;0.0460749
674;30.7863;0.043824
675;30.833;0.046721
676;30.8793;0.046242
677;30.9203;0.0409338
678;30.9645;0.0442591
679;31.0072;0.042577
680;31.0476;0.0403979
681;31.0917;0.0440738
682;31.1385;0.0468011
683;31.1825;0.0439398
684;31.226;0.0434861
685;31.2704;0.0443449
686;31.3156;0.0451651
687;31.359;0.0433969
688;31.4045;0.0455101
689;31.4489;0.0443401
690;31.4941;0.045177
691;31.5445;0.0504239
692;31.6462;0.101646
693;31.7263;0.0798929
694;31.7833;0.0570111
695;31.832;0.048677
696;31.8839;0.0518961
697;31.9318;0.047863
698;31.974;0.042083
699;32.0245;0.0505211
700;32.0681;0.04357
701;32.1128;0.0446289
702;32.1548;0.0420349
703;32.1988;0.043911
704;32.2404;0.0416441
705;32.2848;0.044292
706;32.3286;0.043798
707;32.3741;0.045471
708;32.419;0.0449028
709;32.4646;0.045553
710;32.5078;0.043201
711;32.5547;0.0469041
712;32.5987;0.0439899
713;32.6429;0.044178
714;32.6897;0.046726
715;32.7304;0.0407181
